-0.873
-0.388
0.055
0.29
0.738
-0.127
-0.627
-5.438
-6.188
19.125
23
7
3
2
-15
-13
-3
2
-0.863
-0.495
0.027
0.092
0.894
-0.042
-0.508
-7.125
-17.812
5.375
-22
-6
-3
0
-3
-9
1
-4
-0.909
-0.384
-0.004
0.163
0.669
-0.128
-0.656
19.688
3.938
-10.25
0
0
-5
-4
-35
-4
3
3
-0.862
-0.384
0.038
0.328
0.724
-0.16
-0.67
-4.375
2.438
-5.312
-3
-8
-12
-7
-23
-17
-8
1
-0.861
-0.421
0.07
0.277
0.778
-0.095
-0.605
-7
-3.125
6.438
-14
-1
-2
-2
15
-4
-4
-26
-0.849
-0.526
-0.029
0.04
1.051
-0.064
-0.403
-22.562
-9.125
7.062
19
8
5
5
3
-1
-4
-2
-0.891
-0.448
0.008
0.079
0.826
-0.013
-0.563
-16.625
1.75
12.812
-25
-12
-7
-5
-1
-2
-5
-25
-0.876
-0.416
0.042
0.241
0.693
-0.083
-0.615
15.125
-0.875
-24.375
-30
-13
-6
-1
1
-3
-8
-25
-0.871
-0.444
0.084
0.193
0.857
-0.028
-0.529
-0.812
-8.812
-4.438
-12
-10
-10
-3
-18
-3
3
15
-0.857
-0.509
-0.034
0.072
0.849
-0.123
-0.447
-13
-6.375
14.5
17
0
-1
-2
5
-4
1
42
-0.903
-0.415
0.012
0.107
0.793
-0.052
-0.591
-7.062
0.75
7.562
-41
-16
-7
-8
1
0
-1
-15
-0.878
-0.429
0.008
0.211
0.82
-0.143
-0.608
-20.375
-8.375
0.812
-19
-9
-7
-7
-11
-2
-4
-13
-0.867
-0.405
0.063
0.281
0.767
-0.119
-0.648
-3.75
4.062
2.312
18
-6
-1
-1
11
3
-4
11
-0.856
-0.514
0.018
0.057
0.901
0.005
-0.427
-14.438
-0.188
10.438
-31
-2
-1
1
-6
-2
0
-9
-0.896
-0.416
0.026
0.15
0.793
-0.047
-0.601
-8
3.188
1.938
-1
-12
-17
-8
-24
-7
-5
-8
-0.878
-0.412
0.068
0.233
0.766
-0.006
-0.636
-6.312
6.25
4.125
-7
-1
-10
-1
2
10
-2
-8
-0.849
-0.436
0.093
0.286
0.841
-0.078
-0.582
-0.25
2.188
3.312
-24
-13
-22
-18
-10
0
-1
-7
-0.845
-0.53
0.011
0.074
0.814
-0.044
-0.418
-19.875
-1.625
-7.312
-3
0
2
0
17
0
4
4
-0.919
-0.36
-0.012
0.161
0.661
-0.093
-0.715
-7.312
-0.688
-2.5
13
0
-5
0
1
4
-2
-7
-0.885
-0.418
0.054
0.2
0.783
-0.063
-0.632
-3.25
-4.75
4.062
5
9
12
10
3
4
-2
-18
-0.85
-0.475
0.038
0.225
0.893
-0.115
-0.512
-33.062
10.25
0.375
-27
-2
2
7
-5
-5
1
1
-0.856
-0.514
-0.021
0.048
0.964
-0.077
-0.388
-8.562
-15.062
-2.938
2
2
5
3
-17
-10
1
4
-0.916
-0.368
-0.007
0.158
0.683
-0.13
-0.701
-4.75
-4.75
-3.375
-15
-11
-11
-6
7
3
-1
-4
-0.882
-0.378
0.051
0.276
0.752
-0.098
-0.647
-12.688
-10.125
5.25
-28
22
12
0
-1
3
-1
3
-0.858
-0.452
0.053
0.239
0.81
-0.121
-0.546
-14.812
-8.5
-0.438
-36
4
2
7
3
-5
-4
-28
-0.89
-0.43
0.05
0.142
0.744
-0.052
-0.594
-21.75
3.938
5.25
-27
5
-1
-8
-5
-4
-4
-10
-0.892
-0.446
-0.002
0.081
0.737
-0.033
-0.647
-18.562
23.938
3.125
-6
2
-2
0
1
1
3
1
-0.88
-0.411
0.025
0.237
0.725
-0.142
-0.613
0.812
-2.062
-1.75
-23
-3
1
0
-5
-9
1
-1
-0.859
-0.443
0.088
0.24
0.775
-0.071
-0.546
4.062
22.938
-25.188
-18
-10
-4
-1
34
11
-2
-2
-0.862
-0.505
-0.021
0.036
0.924
-0.064
-0.432
-7.375
-11.812
-10.312
31
3
-2
-4
-8
-8
-7
4
-0.916
-0.391
-0.004
0.095
0.769
-0.06
-0.666
-14.125
-25.5
13.938
20
9
8
4
24
0
1
10
-0.881
-0.407
0.061
0.233
0.761
-0.06
-0.619
-37.625
-9
5.062
-26
-10
-3
-10
-20
-1
-1
10
-0.876
-0.399
0.086
0.258
0.845
-0.033
-0.662
-16.75
