-0.906,0,-0.85877,-0.853,-0.853
-0.529,0,-0.48091,-0.472,-0.472
-0.195,0.026,-0.065371,-0.093,-0.093
0.081,0.207,0.14052,0.204,0.204
0.414,1.102,0.82407,0.749,0.749
-0.475,0.053,-0.23517,-0.343,-0.343
-0.811,0,-0.4739,-0.473,-0.473
-48.312,103.5,-2.1539,103.5,103.5
-83.062,91,1.13,12.625,12.625
-60.75,44.812,-5.8382,13.375,13.375
-49,29,-0.91525,11,11
-27,29,-0.91696,2,2
-20,34,-1.1564,-2,-2
-11,14,-1.051,1,1
-69,97,-0.73776,12,12
-42,48,-0.65836,3,3
-128,106,-0.54965,-1,-1
-42,44,-0.72378,-13,-13
-0.916,0,-0.896,-0.873,-0.873
-0.492,0,-0.40149,-0.438,-0.438
-0.258,0.011,-0.065008,-0.198,-0.198
0.059,0.196,0.14243,0.088,0.088
0.513,0.896,0.73447,0.738,0.738
-0.523,0,-0.22231,-0.455,-0.455
-0.802,0,-0.61444,-0.452,-0.452
-97.688,50.938,-6.0264,50.938,50.938
-44.312,50.75,-0.50047,-7.062,-7.062
-64.062,40.625,-0.63472,5.438,5.438
-57,66,-0.91331,-31,-31
-24,64,-0.75464,-14,-14
-21,57,-0.90021,-9,-9
-21,37,-0.80804,-10,-10
-52,93,-0.53926,-9,-9
-41,57,-0.82536,-7,-7
-43,50,-0.89391,-14,-14
-72,46,-0.96715,-32,-32
-0.915,0,-0.87654,-0.866,-0.866
-0.474,0,-0.38701,-0.441,-0.441
-0.257,0.037,-0.062117,-0.197,-0.197
0.116,0.332,0.24869,0.129,0.129
0.534,0.925,0.68612,0.696,0.696
-0.544,0,-0.2929,-0.436,-0.436
-0.828,0,-0.63918,-0.447,-0.447
-110.06,65.938,-11.572,65.938,65.938
-61,24.438,0.45674,17.75,17.75
-31.312,39.938,3.7147,17.375,17.375
-64,43,-0.62385,-1,-1
-25,22,-0.8109,-2,-2
-16,18,-1.0828,0,0
-11,13,-0.96678,-3,-3
-55,87,-0.67516,-12,-12
-30,37,-1.0584,-2,-2
-11,8,-1.0225,-2,-2
-35,35,-1.0359,-30,-30
-0.897,0,-0.87445,-0.834,-0.834
-0.488,0,-0.39692,-0.473,-0.473
-0.231,0.069,-0.00097283,-0.229,-0.229
0.171,0.321,0.25443,0.171,0.171
0.514,1.028,0.72516,0.746,0.746
-0.576,0.05,-0.19199,-0.515,-0.515
-0.856,0,-0.63115,-0.411,-0.411
-132.44,21.938,-11.188,6.375,6.375
-48.188,42.375,0.97998,5.312,5.312
-58.5,27.062,-1.2242,4.625,4.625
-41,39,-0.71667,-22,-22
-45,53,-0.74033,-5,-5
-33,36,-0.94318,-5,-5
-8,19,-0.94953,-3,-3
-44,61,-0.80114,32,32
-17,15,-0.85503,2,2
-15,7,-0.94175,-3,-3
-37,32,-0.81948,-8,-8
-0.902,0,-0.85451,-0.828,-0.828
-0.546,0,-0.48402,-0.489,-0.489
-0.29,0.123,-0.01478,-0.231,-0.231
0.027,0.22,0.12596,0.147,0.147
0.007,1.152,0.84671,0.694,0.694
-0.675,0.248,-0.12851,-0.413,-0.413
-1.076,0,-0.45341,-0.354,-0.354
-121.56,141.25,-4.3294,85.062,85.062
-175.12,103.5,2.0134,0.312,0.312
-70.875,67.625,-3.7587,13,13
-67,81,-0.94172,-10,-10
-44,45,-1.0476,-8,-8
-17,23,-1.1655,-5,-5
-13,18,-0.86735,1,1
-66,88,-0.89346,4,4
-30,42,-1.0462,5,5
-30,29,-0.85271,3,3
-55,40,-0.9715,11,11
-0.909,0,-0.88474,-0.827,-0.827
-0.511,0,-0.43731,-0.501,-0.501
-0.268,0.006,-0.051166,-0.235,-0.235
0.067,0.148,0.11746,0.098,0.098
0.499,1.078,0.78699,0.756,0.756
-0.539,0,-0.17858,-0.469,-0.469
-0.711,0,-0.55685,-0.311,-0.311
-109.44,41.125,-7.7904,41.125,41.125
-55.812,20.375,-1.2395,13.312,13.312
-74.938,25.375,-4.1766,14.75,14.75
-37,33,-0.93913,-9,-9
-27,23,-0.96812,-4,-4
-22,23,-1.1032,-3,-3
-12,14,-0.95495,0,0
-38,74,-0.94277,4,4
-22,36,-1.0098,-3,-3
-19,19,-0.89206,0,0
-29,34,-1.0381,-6,-6
-0.91,0,-0.87719,-0.868,-0.868
-0.521,0,-0.42521,-0.473,-0.473
-0.217,0.056,-0.017429,-0.089,-0.089
0.103,0.274,0.20179,0.121,0.121
0.607,1.088,0.76849,0.82,0.82
-0.477,0,-0.19493,-0.223,-0.223
-0.842,0,-0.58842,-0.534,-0.534
-98.562,65,-3.9033,54.75,54.75
-70.938,62.188,-0.51363,0.062,0.062
-54.438,47.625,1.1524,28.438,28.438
-78,50,-0.93098,-12,-12
-34,39,-0.81241,0,0
-24,43,-0.94479,1,1
-13,30,-0.90732,-5,-5
-67,69,-0.87988,-5,-5
-41,34,-0.99167,-6,-6
-16,11,-0.93599,-3,-3
-99,63,-0.89538,4,4
-0.882,0,-0.84904,-0.84,-0.84
-0.552,0,-0.4763,-0.491,-0.491
-0.214,0.085,-0.00076301,-0.136,-0.136
0.105,0.273,0.19526,0.187,0.187
0.62,1.113,0.83161,0.775,0.775
-0.501,0.065,-0.17016,-0.357,-0.357
-0.705,0,-0.48065,-0.414,-0.414
-101.19,83.5,-7.1043,83.5,83.5
-52.688,64,-0.74754,10.188,10.188
-90,39.438,-3.6745,29.938,29.938
-77,74,-0.85014,22,22
-84,48,-0.76286,2,2
-31,57,-0.93393,0,0
-16,21,-0.91475,-2,-2
-94,88,-0.88095,1,1
-36,35,-1.006,1,1
-26,10,-0.80503,-1,-1
-54,48,-0.58551,16,16
-0.901,0,-0.86241,-0.844,-0.844
-0.529,0,-0.45883,-0.488,-0.488
-0.229,0.114,-0.028284,-0.155,-0.155
0.035,0.243,0.15479,0.161,0.161
0.401,1.449,0.82372,0.768,0.768
-1.435,0.874,-0.17451,-0.414,-0.414
-1.248,0,-0.50269,-0.409,-0.409
-94.25,152.75,-2.4501,55.188,55.188
-116.06,151.56,0.35564,8.688,8.688
-117.31,98.875,-3.4922,14.688,14.688
-52,40,-0.8673,-10,-10
-31,46,-0.92584,-3,-3
-23,41,-0.88544,1,1
-16,21,-0.84615,-1,-1
-55,57,-0.93237,-9,-9
-27,25,-0.99737,-3,-3
-128,113,-1.0761,1,1
-63,42,-0.85047,-10,-10
-0.908,0,-0.87811,-0.87,-0.87
-0.515,0,-0.4419,-0.434,-0.434
-0.273,0.012,-0.10059,-0.208,-0.208
0.053,0.148,0.10445,0.105,0.105
0.59,1.062,0.78493,0.716,0.716
-0.603,0.305,-0.25372,-0.469,-0.469
-1.027,0,-0.52113,-0.475,-0.475
-82.938,54.688,-7.7992,54.688,54.688
-101.25,52.312,-1.0859,-15.312,-15.312
-103.5,46.188,-4.3275,8.25,8.25
-64,54,-0.31596,-17,-17
-27,71,-0.82034,1,1
-18,34,-0.91892,-1,-1
-12,10,-0.91367,-1,-1
-35,84,-0.91135,-4,-4
-22,49,-0.92593,-1,-1
-69,67,-0.91985,2,2
-60,63,-0.74,-20,-20
-0.882,0,-0.85357,-0.848,-0.848
-0.525,0,-0.45566,-0.436,-0.436
-0.315,0.012,-0.12,-0.288,-0.288
0.093,0.255,0.18504,0.093,0.093
-0.254,1.189,0.76336,0.708,0.708
-0.683,0,-0.37146,-0.638,-0.638
-0.659,0,-0.49022,-0.388,-0.388
-59.375,21.188,-12.168,21.188,21.188
-102,132.88,2.1259,3.188,3.188
-70.062,43.875,-2.0486,8.25,8.25
-62,47,-0.79801,8,8
-26,30,-0.83502,2,2
-27,40,-0.98986,2,2
-11,17,-0.87629,1,1
-56,69,-1.1196,8,8
-27,35,-1.0106,-1,-1
-13,23,-0.90335,-1,-1
-51,34,-1.1216,34,34
-0.894,0,-0.87164,-0.844,-0.844
-0.495,0,-0.41814,-0.484,-0.484
-0.199,0.074,0.0072747,-0.162,-0.162
0.155,0.282,0.23712,0.164,0.164
0.649,1.03,0.76401,0.771,0.771
-0.512,0.047,-0.17591,-0.408,-0.408
-0.759,0,-0.5979,-0.426,-0.426
-74.625,39.062,-7.4317,39.062,39.062
-63.812,38.375,-1.0299,-0.938,-0.938
-47.438,37.812,0.011219,12,12
-65,52,-0.82857,-3,-3
-40,61,-0.86712,1,1
-25,27,-0.96154,-1,-1
-13,17,-0.81928,-1,-1
-49,58,-0.74232,-13,-13
-39,29,-0.91667,1,1
-11,20,-0.89948,5,5
-66,69,-1.1199,-21,-21
-0.896,0,-0.86303,-0.841,-0.841
-0.524,0,-0.46089,-0.483,-0.483
-0.238,0.047,-0.028875,-0.12,-0.12
0.052,0.217,0.16624,0.213,0.213
0.152,1.249,0.80331,0.754,0.754
-0.558,0.195,-0.1857,-0.416,-0.416
-1.096,0,-0.50886,-0.408,-0.408
-88.5,98.25,-1.9725,98.25,98.25
-63.875,78.062,1.5737,10.688,10.688
-72.188,52,-6.6083,21.938,21.938
-44,41,-0.81437,-8,-8
-22,24,-0.67802,9,9
-21,19,-0.96855,10,10
-14,13,-0.85714,6,6
-50,87,-0.62997,-4,-4
-19,23,-0.75244,-2,-2
-39,38,-0.91391,-1,-1
-50,61,-0.57235,22,22
-0.908,0,-0.88173,-0.862,-0.862
-0.507,0,-0.43633,-0.478,-0.478
-0.266,0.041,-0.042186,-0.114,-0.114
0.086,0.183,0.13118,0.125,0.125
0.562,0.977,0.78261,0.828,0.828
-0.528,0.041,-0.17661,-0.334,-0.334
-0.688,0,-0.55157,-0.449,-0.449
-90.125,90.938,-5.8589,89.75,89.75
-52.688,34.375,-1.7133,-6.5,-6.5
-32.375,44.438,-1.1179,44.438,44.438
-73,39,-0.76994,-1,-1
-28,24,-1.0099,-2,-2
-22,30,-1,-1,-1
-16,21,-0.81126,-3,-3
-61,100,-0.50321,-6,-6
-23,45,-0.6645,-7,-7
-12,8,-0.85556,1,1
-46,41,-0.89809,1,1
-0.885,0,-0.84494,-0.862,-0.862
-0.544,0,-0.48383,-0.472,-0.472
-0.211,0.081,-0.011841,-0.12,-0.12
0.113,0.316,0.20361,0.143,0.143
0.644,1.108,0.83983,0.764,0.764
-0.461,0.025,-0.20821,-0.333,-0.333
-0.664,0,-0.47356,-0.471,-0.471
-97.375,63,-6.207,63,63
-50.688,55.312,-0.6189,7.125,7.125
-51.812,38.812,-0.81595,19.188,19.188
-87,69,-0.88106,-3,-3
-24,55,-0.90766,-2,-2
-27,41,-0.93512,-6,-6
-18,20,-0.85092,-4,-4
-57,68,-0.83188,-14,-14
-33,49,-0.85843,-5,-5
-38,32,-0.9562,-3,-3
-51,50,-0.75938,4,4
-0.895,0,-0.8549,-0.854,-0.854
-0.515,0,-0.44813,-0.466,-0.466
-0.225,0.096,0.01293,-0.087,-0.087
0.166,0.285,0.23522,0.216,0.216
0.57,0.969,0.79802,0.808,0.808
-0.508,0.01,-0.17543,-0.369,-0.369
-0.709,0,-0.53513,-0.497,-0.497
-101.38,93.938,-6.2469,93.938,93.938
-32.125,54.062,0.77796,13.5,13.5
-47.812,35.375,-0.36127,31.188,31.188
-51,65,-0.98966,-1,-1
-27,48,-0.73529,-2,-2
-22,46,-0.8057,-5,-5
-16,21,-0.81593,-2,-2
-64,82,-0.80601,2,2
-33,31,-0.95072,5,5
-12,19,-0.82948,3,3
-55,52,-0.86005,26,26
-0.896,0,-0.85539,-0.813,-0.813
-0.566,0,-0.47843,-0.528,-0.528
-0.218,0.081,-0.010472,-0.213,-0.213
0.027,0.253,0.14612,0.122,0.122
0.659,1.05,0.83967,0.817,0.817
-0.454,0.042,-0.13283,-0.431,-0.431
-0.765,0,-0.48262,-0.313,-0.313
-81.562,45.938,-5.946,22,22
-55.188,52.125,1.3972,8.562,8.562
-53.75,37.875,-4.0097,1.688,1.688
-72,66,-0.65534,-7,-7
-39,50,-0.89059,-6,-6
-21,26,-1.0025,-3,-3
-15,25,-0.88624,0,0
-61,90,-0.7625,1,1
-27,32,-0.95213,-1,-1
-14,8,-0.87675,-1,-1
-73,55,-0.73522,10,10
-0.92,0,-0.87429,-0.863,-0.863
-0.484,0,-0.42736,-0.439,-0.439
-0.284,0,-0.14372,-0.231,-0.231
0.074,0.216,0.1377,0.096,0.096
0.451,0.942,0.74101,0.735,0.735
-0.624,0,-0.36467,-0.489,-0.489
-0.776,0,-0.53173,-0.421,-0.421
-79.562,48.125,-10.569,48.125,48.125
-72.25,41.562,-2.0514,-3.5,-3.5
-33.312,41.125,-1.8366,0.875,0.875
-54,24,-0.96928,-7,-7
-17,21,-0.93502,2,2
-21,23,-0.92933,3,3
-18,25,-0.88302,3,3
-36,53,-0.88848,-2,-2
-22,19,-0.85992,1,1
-12,8,-0.85039,3,3
-28,46,-0.6807,14,14
-0.908,0,-0.88321,-0.864,-0.864
-0.49,0,-0.38774,-0.417,-0.417
-0.325,0.055,-0.069405,-0.257,-0.257
0.074,0.278,0.20421,0.121,0.121
0.494,1.072,0.69753,1.072,1.072
-0.833,0,-0.27936,-0.833,-0.833
-0.812,0,-0.61722,-0.691,-0.691
-96.688,74.312,-11.048,22.625,22.625
-60.188,61.5,2.9368,-13.375,-13.375
-74.312,35.312,-3.0815,-17,-17
-66,46,-1.0852,-5,-5
-29,40,-1.0223,12,12
-25,38,-0.93646,5,5
-21,19,-0.76488,0,0
-47,61,-0.67576,0,0
-17,21,-0.83901,-2,-2
-12,8,-0.91391,-1,-1
-60,69,-1.0323,0,0
-0.865,0,-0.83428,-0.848,-0.848
-0.516,0,-0.47706,-0.451,-0.451
-0.296,0.032,-0.1557,-0.266,-0.266
0.07,0.256,0.18334,0.085,0.085
0.646,1.066,0.77181,0.725,0.725
-0.656,0,-0.43692,-0.542,-0.542
-0.808,0,-0.42202,-0.414,-0.414
-93.938,34.688,-12.884,34.688,34.688
-115.5,41.188,4.5575,-19.062,-19.062
-73.188,20.5,-2.3524,-6.375,-6.375
-57,62,-1.1565,-16,-16
-22,24,-1.0214,-12,-12
-23,52,-1.0172,-11,-11
-21,16,-0.88321,-5,-5
-24,22,-0.93307,-3,-3
-14,10,-0.91386,-1,-1
-45,26,-0.87251,-1,-1
-44,59,-0.843,-16,-16
-0.86,0,-0.84247,-0.856,-0.856
-0.545,0,-0.50654,-0.445,-0.445
-0.283,0,-0.13272,-0.24,-0.24
0.001,0.184,0.076687,0.107,0.107
0.6,1.025,0.85013,0.768,0.768
-0.616,0,-0.29574,-0.522,-0.522
-0.498,0,-0.39136,-0.396,-0.396
-31.375,42.938,-4.8709,42.688,42.688
-29.875,36.625,2.0216,-17.125,-17.125
-44.5,24,-4.929,1.375,1.375
-70,57,-0.97389,0,0
-23,39,-0.91525,-4,-4
-20,37,-1.011,-4,-4
-18,20,-0.88301,-3,-3
-57,65,-1.0144,-2,-2
-31,32,-0.80403,-5,-5
-32,12,-0.88854,4,4
-41,81,-0.77632,-3,-3
-0.916,0,-0.87436,-0.881,-0.881
-0.514,0,-0.43271,-0.446,-0.446
-0.255,0,-0.12669,-0.142,-0.142
0.059,0.209,0.13718,0.073,0.073
0.635,0.909,0.75291,0.774,0.774
-0.536,0,-0.33788,-0.303,-0.303
-0.729,0,-0.53244,-0.52,-0.52
-69.125,66.625,-8.5467,66.625,66.625
-72.625,45.75,-2.0315,-14.625,-14.625
-36.375,35.562,-0.11949,28.062,28.062
-66,40,-0.8403,-2,-2
-25,14,-0.99203,-3,-3
-21,26,-1.0342,-7,-7
-19,25,-0.81452,-2,-2
-33,47,-0.85375,-1,-1
-24,37,-1.0042,1,1
-11,6,-0.96847,1,1
-49,50,-0.8365,-2,-2
-0.882,0,-0.86021,-0.859,-0.859
-0.489,0,-0.41667,-0.425,-0.425
-0.293,0.05,-0.076989,-0.26,-0.26
0.072,0.328,0.24114,0.117,0.117
0.482,1.203,0.72591,0.679,0.679
-0.769,0,-0.33546,-0.455,-0.455
-0.749,0,-0.58287,-0.439,-0.439
-131.56,51,-12.425,43.062,43.062
-103.06,85.375,1.8987,-44.875,-44.875
-96.25,52.625,-0.54105,14.562,14.562
-60,79,-0.32353,-5,-5
-26,50,-0.77231,-5,-5
-27,49,-1.1571,-7,-7
-21,18,-0.81098,-2,-2
-65,88,-0.97917,-3,-3
-40,39,-0.875,-2,-2
-10,7,-0.85467,1,1
-30,28,-0.67812,4,4
-0.867,0,-0.84673,-0.846,-0.846
-0.502,0,-0.463,-0.446,-0.446
-0.281,0.059,-0.088185,-0.26,-0.26
0.099,0.242,0.19778,0.13,0.13
0.362,1.135,0.78278,0.75,0.75
-0.68,0.393,-0.33005,-0.554,-0.554
-0.86,0,-0.47528,-0.388,-0.388
-129,48.5,-13.204,35.125,35.125
-73.562,69.812,3.1871,-30.938,-30.938
-104.38,32.312,-3.0302,7,7
-76,54,-0.76792,-12,-12
-21,33,-0.83394,2,2
-19,33,-0.98936,2,2
-14,14,-0.8315,1,1
-38,59,-0.74436,6,6
-23,23,-0.93496,2,2
-64,86,-0.8902,-5,-5
-38,80,-0.76868,-6,-6
-0.895,0,-0.85828,-0.852,-0.852
-0.527,0,-0.47991,-0.441,-0.441
-0.296,0.047,-0.10918,-0.267,-0.267
0.039,0.175,0.097839,0.093,0.093
0.634,1.007,0.82761,0.731,0.731
-0.591,0.102,-0.27204,-0.534,-0.534
-0.728,0,-0.45175,-0.416,-0.416
-41.188,42.812,-7.0459,28.875,28.875
-35.125,55.25,-0.16948,0.438,0.438
-37.875,46,-2.2215,6,6
-117,90,-0.6178,-1,-1
-27,53,-0.83271,-5,-5
-26,78,-0.8961,2,2
-15,28,-0.84803,0,0
-45,54,-0.72952,0,0
-31,32,-0.86318,0,0
-17,12,-0.87154,0,0
-52,63,-0.75176,-8,-8
-0.926,0,-0.89059,-0.855,-0.855
-0.502,0,-0.4106,-0.473,-0.473
-0.259,0.04,-0.037954,-0.172,-0.172
0.071,0.192,0.14212,0.121,0.121
0.612,1.109,0.74448,0.747,0.747
-0.531,0.04,-0.16682,-0.412,-0.412
-0.805,0,-0.59465,-0.422,-0.422
-77.562,68.938,-4.6703,68.938,68.938
-57,47.562,-0.68429,6.188,6.188
-74.562,30.5,-4.1347,19.688,19.688
-32,40,-1.1582,4,4
-33,43,-1.015,-7,-7
-28,26,-0.95166,-4,-4
-21,41,-0.87267,-3,-3
-44,49,-1.1164,-11,-11
-22,28,-1.0357,1,1
-15,7,-0.97569,7,7
-41,35,-1.2862,9,9
-0.902,0,-0.88033,-0.892,-0.892
-0.477,0,-0.41537,-0.424,-0.424
-0.238,0.045,-0.046457,-0.151,-0.151
0.047,0.261,0.19078,0.05,0.05
0.618,0.894,0.7501,0.79,0.79
-0.613,0,-0.23514,-0.293,-0.293
-0.786,0,-0.59393,-0.553,-0.553
-89,31.375,-7.5628,27.25,27.25
-49.188,36,1.9915,0.875,0.875
-36.312,42.875,2.3898,15.188,15.188
-69,67,-0.52955,23,23
-45,56,-0.88599,31,31
-29,52,-0.78353,21,21
-17,21,-0.83575,2,2
-66,77,-0.59122,1,1
-35,41,-0.7253,1,1
-14,11,-0.79949,2,2
-51,67,-0.38795,52,52
-0.869,0,-0.85212,-0.852,-0.852
-0.524,0,-0.46741,-0.453,-0.453
-0.26,0.086,-0.026846,-0.238,-0.238
0.104,0.28,0.20061,0.107,0.107
0.628,1.01,0.815,0.739,0.739
-0.576,0.043,-0.22919,-0.502,-0.502
-0.788,0,-0.49416,-0.451,-0.451
-87.125,30.5,-7.9408,15.062,15.062
-53.25,50.938,1.4289,-3.562,-3.562
-92.062,34,-1.0763,4.125,4.125
-67,78,-0.79189,3,3
-32,39,-0.7719,5,5
-23,47,-0.95379,-7,-7
-19,25,-0.86705,-1,-1
-78,120,-0.76493,-1,-1
-55,89,-0.95685,0,0
-27,30,-1.002,-1,-1
-64,57,-0.91007,3,3
-0.878,0,-0.85147,-0.841,-0.841
-0.542,0,-0.50245,-0.463,-0.463
-0.268,0,-0.076284,-0.265,-0.265
0.037,0.167,0.081362,0.093,0.093
0.599,1.041,0.8594,0.729,0.729
-0.589,0.014,-0.20379,-0.563,-0.563
-0.607,0,-0.42248,-0.363,-0.363
-42.438,21.375,-7.887,6.812,6.812
-62.938,80.625,2.7553,5.625,5.625
-68.75,31.562,-7.225,11.25,11.25
-61,76,-0.91039,-7,-7
-36,31,-0.93359,-2,-2
-19,33,-0.86131,-3,-3
-14,15,-0.93284,0,0
-35,36,-0.77652,-2,-2
-17,26,-0.73234,7,7
-22,13,-0.93277,2,2
-64,47,-0.90253,-3,-3
-0.917,0,-0.88982,-0.878,-0.878
-0.505,0,-0.41953,-0.442,-0.442
-0.27,0,-0.099335,-0.176,-0.176
0.04,0.161,0.10289,0.051,0.051
0.631,0.932,0.75681,0.75,0.75
-0.525,0,-0.25659,-0.335,-0.335
-0.712,0,-0.5683,-0.47,-0.47
-68.938,51.438,-6.7976,51.438,51.438
-56.375,41.5,-1.2383,-6.875,-6.875
-60.125,32.625,-1.8272,18.438,18.438
-67,74,-0.82596,13,13
-24,34,-0.76301,4,4
-24,27,-0.88012,5,5
-17,18,-0.84013,7,7
-35,61,-0.76038,3,3
-18,53,-0.9375,2,2
-10,12,-0.92308,1,1
-39,47,-1.118,10,10
-0.886,0,-0.86772,-0.859,-0.859
-0.471,0,-0.43534,-0.459,-0.459
-0.27,0.056,-0.048503,-0.188,-0.188
0.1,0.288,0.19326,0.123,0.123
0.635,0.916,0.76933,0.675,0.675
-0.569,0,-0.24716,-0.357,-0.357
-0.677,0,-0.54463,-0.466,-0.466
-98.125,49.938,-11.813,49.938,49.938
-21.562,25.688,1.1922,-10.062,-10.062
-58.438,42.375,-1.0191,17.625,17.625
-74,68,-0.63605,-19,-19
-23,35,-0.89965,-9,-9
-23,25,-0.95804,-9,-9
-24,44,-0.80576,-4,-4
-75,72,-0.61372,-1,-1
-54,43,-0.95238,-3,-3
-18,26,-0.89961,4,4
-54,66,-0.54035,-9,-9
-0.878,0,-0.85893,-0.846,-0.846
-0.505,0,-0.43866,-0.477,-0.477
-0.228,0.084,-0.023489,-0.177,-0.177
0.144,0.275,0.23388,0.161,0.161
0.606,0.941,0.77194,0.728,0.728
-0.52,0.019,-0.23251,-0.43,-0.43
-0.726,0,-0.54891,-0.428,-0.428
-121.19,65.5,-13.142,65.5,65.5
-34.25,38.125,0.087613,18.812,18.812
-41.438,25.562,-1.8258,11.75,11.75
-77,57,-0.79478,-3,-3
-21,28,-0.76426,-2,-2
-29,25,-0.78788,1,1
-30,37,-0.69498,2,2
-34,38,-0.7992,-3,-3
-22,29,-0.99567,-5,-5
-12,7,-0.92672,-12,-12
-46,37,-0.76981,-46,-46
-0.877,0,-0.85013,-0.842,-0.842
-0.53,0,-0.49622,-0.464,-0.464
-0.276,0.055,-0.065192,-0.186,-0.186
0.07,0.203,0.12171,0.203,0.203
0.571,1.008,0.84405,0.685,0.685
-0.605,0.083,-0.22102,-0.461,-0.461
-0.598,0,-0.43586,-0.449,-0.449
-65.875,70.875,-3.9542,70.875,70.875
-25.375,40.25,2.1276,-2.188,-2.188
