-0.2291,-1.0916,-0.017903,-0.17466
-0.0031074,-0.10334,-0.021118,0.24807
0.1893,0.82799,-0.0041914,0.41719
0.46328,1.961,-0.026265,0.83293
-0.16516,-1.1461,-0.10743,0.5663
0.10049,-0.039922,-0.13415,1.1242
0.49308,1.9558,-0.061601,1.1537
33.327,74.721,-20.925,358.27
17.576,37.451,-11.583,162.91
20.875,45.835,-14.333,200.01
2758.5,-385.01,162.2,-125.69
624.19,-49.591,14.077,245.65
170.49,12.046,-13.656,255.45
55.935,23.419,-12.916,159.74
31.324,25.11,-14.63,130.99
38.681,13.763,-13.697,99.839
87.488,3.9755,-9.1193,93.906
349.61,12.514,-6.2701,250.49
-0.27803,-1.7465,-0.11951,-0.24592
-0.14479,-0.89598,-0.059836,-0.13711
0.12265,0.61147,0.013372,0.32979
0.44619,2.5942,0.14101,0.68335
-0.35435,-2.2437,-0.15684,-0.28043
0.22666,1.2528,0.054956,0.41604
0.41948,2.5369,0.15402,0.51471
46.32,293.42,20.222,-7.7177
30.171,176.01,9.2189,32.578
8.0058,39.343,0.68702,17.239
15.69,21.318,-12.54,123.29
6.1184,8.9148,-4.6304,46.255
4.3114,7.1344,-3.0337,30.93
1.7622,3.8153,-1.0009,10.681
1.7685,3.3645,-1.1954,12.145
4.7027,9.6801,-3.0111,32.241
3.2461,6.013,-2.2148,23.412
7.0322,13.839,-4.4558,49.117
-0.2845,-1.6797,-0.095916,-0.3774
-0.17968,-1.0902,-0.068295,-0.21001
0.12661,0.55114,-0.0068175,0.43979
0.35669,1.9097,0.07289,0.73633
-0.3627,-2.1421,-0.12235,-0.47822
0.22198,1.1622,0.037077,0.50921
0.30701,1.6481,0.061292,0.61729
29.203,184.11,12.593,19.374
20.639,118.35,6.0327,38.53
11.064,69.94,4.7785,8.6862
17.575,32.786,-13.361,146.33
4.4538,11.132,-2.4949,31.581
4.2637,9.6457,-2.1597,25.721
3.7495,7.761,-1.8709,21.269
3.4907,8.6046,-1.4536,18.525
5.4725,10.925,-3.2339,36.69
4.5841,9.9076,-2.2585,25.739
4.0222,6.9038,-2.5149,27.376
-0.24302,-1.3221,-0.05596,-0.17019
-0.1802,-1.0693,-0.063428,-0.060084
0.12306,0.44726,-0.028648,0.47593
0.34937,1.681,0.025616,0.69611
-0.32703,-1.8288,-0.086109,-0.24798
0.24779,1.2566,0.031525,0.55432
0.2724,1.2664,0.0067898,0.55836
40.525,259.89,18.377,6.1114
22.324,114.78,3.2046,66.299
19.682,116.89,6.5672,32.151
14.727,30.541,-10.571,109.41
4.5972,7.4473,-3.4859,33.185
3.849,6.0822,-2.8788,26.694
2.5245,6.3219,-1.1663,13.757
2.5946,5.718,-1.7045,15.198
2.8129,6.4492,-1.631,16.613
2.0082,3.5633,-1.3855,13.261
3.1141,6.0501,-2.3064,20.319
-0.23639,-1.3963,-0.079898,-0.29175
-0.17961,-1.142,-0.08166,-0.098671
0.16295,0.75227,0.0025464,0.49446
0.40452,2.1774,0.085515,0.79617
-0.37622,-2.3163,-0.15077,-0.3354
0.25131,1.3445,0.049165,0.53183
0.27759,1.5113,0.060245,0.53988
43.552,283.77,21.083,-6.5913
16.59,95.078,4.5686,27.57
15.538,92.757,5.3106,14.55
11.107,26.426,-6.572,70.943
3.727,9.9529,-2.4358,26.408
3.6112,10.058,-1.8194,21.901
3.8588,7.8587,-2.0675,22.594
3.8757,9.6506,-2.0637,23.843
3.9434,10.882,-1.9618,22.33
3.1344,8.0514,-1.6553,18.912
5.2155,12.076,-2.8894,31.796
-0.27123,-1.692,-0.11443,-0.20523
-0.14333,-0.89258,-0.060882,-0.072871
0.14058,0.72341,0.021071,0.32224
0.41301,2.3281,0.11334,0.6721
-0.36429,-2.2506,-0.14791,-0.30093
0.18988,0.92451,0.014504,0.4962
0.37744,2.2068,0.12002,0.54604
44.979,290.59,20.919,-9.0023
30.104,173.33,8.5935,39.452
19.915,116.54,6.1691,15.786
20.61,66.199,-7.7461,116.4
5.4336,16.644,-2.2213,30.036
3.4606,8.6812,-1.8931,20.761
2.0116,4.6595,-1.2001,12.861
1.8546,5.5165,-0.80159,9.4791
4.76,12.298,-2.5003,27.808
3.1807,10.033,-1.1644,15.815
4.8541,16.034,-1.727,24.508
-0.25578,-1.5414,-0.093517,-0.28029
-0.16175,-0.98927,-0.064069,-0.080112
0.14199,0.67957,0.0075281,0.3819
0.41625,2.3556,0.11543,0.68008
-0.35307,-2.1971,-0.1462,-0.2342
0.24308,1.3044,0.049496,0.46762
0.34348,1.9666,0.097904,0.64686
46.622,307.27,23.184,-14.16
33.87,203.58,11.76,33.36
15.833,95.529,5.5436,8.7754
13.934,29.535,-8.3581,97.845
3.722,9.5062,-1.7456,22.107
3.462,9.4489,-1.5613,18.313
3.3167,8.4257,-1.733,18.765
3.1281,7.8449,-1.5896,17.571
4.3121,10.109,-2.3565,25.699
3.6108,8.7996,-1.9945,20.185
3.1539,7.4096,-1.7627,20.954
-0.24525,-1.4204,-0.074473,-0.37343
-0.16778,-1.0963,-0.082454,-0.090286
0.13732,0.58498,-0.011643,0.53279
0.35832,1.8232,0.047141,0.88625
-0.36602,-2.1625,-0.12037,-0.54439
0.22677,1.1934,0.03845,0.50825
0.27887,1.3621,0.020053,0.75732
46.014,307.03,23.937,-8.5294
22.631,120.18,4.0881,50.738
18.679,117.68,7.899,11.93
15.321,34.788,-8.9626,100.08
4.6624,12.026,-2.5495,30.121
4.0824,8.6916,-2.5436,26.628
2.4452,6.0029,-1.1101,12.926
2.7662,8.0853,-1.031,13.398
2.8971,6.5716,-1.5614,16.718
2.4209,5.4936,-1.247,14.04
2.8652,6.2012,-1.6283,17.836
-0.23777,-1.4234,-0.083779,-0.3198
-0.17062,-1.0395,-0.065463,-0.13545
0.15645,0.68766,-0.0072195,0.54394
0.39636,2.1431,0.084181,0.82727
-0.36631,-2.1624,-0.12113,-0.48175
0.23375,1.1965,0.032341,0.51098
0.28538,1.6294,0.079049,0.57627
56.72,376.36,28.856,-8.3402
18.923,109.99,5.5758,30.628
18.733,116.29,7.3057,13.324
18.092,53.487,-8.4765,115.3
3.9829,9.9116,-1.8723,23.161
3.3479,8.1939,-1.7631,19.783
